Date,Costcentre,Fuel,GridPower,SitePower
1/11/2020,Loading,30397.54025,0,0
1/11/2020,Management Services,510.5545617,0,0
1/11/2020,Mobile Equipment,113667.7996,0,0
1/11/2020,Rehandling,526227.5716,0,0
1/12/2020,Crushing - Fixed,122409.3551,1235365.745,0
1/12/2020,Milling,0,6551390.255,0
1/12/2020,Exploration and Development,75610.59851,0,0
1/12/2020,Light Vehicles,14240.46973,0,0
1/12/2020,Mobile Equipment,14789.32254,0,0
1/12/2020,Rehandling,815389.0561,0,0
1/1/2021,Crushing - Fixed,120223.7042,573920.8142,0
1/1/2021,Milling,414.5451115,5187027.245,0
1/1/2021,Operations Administration,1555.459133,34649.94119,0
1/1/2021,Drilling - Production,25828.0998,0,0
1/1/2021,Environment,255.9637787,0,0
1/1/2021,Exploration and Development,69400.42447,0,0
1/1/2021,Geotechnical,8609.366599,0,0
1/1/2021,Grade Control,8609.366599,0,0
1/1/2021,Hauling,215234.0518,0,0
1/1/2021,Light Vehicles,7618.16724,0,0
1/1/2021,Loading,120531.0758,0,0
1/1/2021,Mobile Equipment,110821.2989,0,0
1/1/2021,Rehandling,515256.4448,0,0
1/2/2021,Crushing - Fixed,-72605.83848,575625.6848,0
1/2/2021,Milling,9910.556147,5732120.808,0
1/2/2021,Operations Administration,2372.435542,18541.50667,0
1/2/2021,Blasting,3017.208609,0,0
1/2/2021,Crushing - Supplemental,82039.25847,0,0
1/2/2021,Drilling - Production,15754.08481,0,0
1/2/2021,Environment,338.0865118,0,0
1/2/2021,Exploration and Development,24596.25826,0,0
1/2/2021,Hauling,242789.9595,0,0
1/2/2021,Light Vehicles,8595.78095,0,0
1/2/2021,Loading,145758.551,0,0
1/2/2021,Management Services,203.434903,0,0
1/2/2021,Mobile Equipment,100789.3458,0,0
1/2/2021,Rehandling,391527.7392,0,0
1/3/2021,Crushing - Fixed,66113.84134,548172.5571,0
1/3/2021,Milling,10164.54083,7323462.854,0
1/3/2021,Operations Administration,5339.688139,15546.589,0
1/3/2021,Blasting,3971.780174,0,0
1/3/2021,Crushing - Supplemental,157331.3986,0,0
1/3/2021,Drilling - Production,37392.63238,0,0
1/3/2021,Environment,163.2741412,0,0
1/3/2021,Exploration and Development,-21981.89762,0,0
1/3/2021,Geotechnical,14049.76951,0,0
1/3/2021,Grade Control,16622.87249,0,0
1/3/2021,Hauling,318102.9863,0,0
1/3/2021,Light Vehicles,14140.16916,0,0
1/3/2021,Loading,178146.1819,0,0
1/3/2021,Management Services,1188.198982,0,0
1/3/2021,Mobile Equipment,131346.3743,0,0
1/3/2021,Rehandling,522621.6699,0,0
1/3/2021,Tailings Disposal,1017.052151,0,0
1/4/2021,Crushing - Fixed,48874.02619,570477.8114,0
1/4/2021,Milling,7113.502455,6855010.405,0
1/4/2021,Operations Administration,5093.306056,17932.78363,0
1/4/2021,Blasting,4413.224223,0,0
1/4/2021,Crushing - Supplemental,67679.23077,0,0
1/4/2021,Drilling - Production,39815.67921,0,0
1/4/2021,Environment,8654.304419,0,0
1/4/2021,Exploration and Development,22763.20786,0,0
1/4/2021,Geotechnical,2458.445172,0,0
1/4/2021,Grade Control,12021.81669,0,0
1/4/2021,Hauling,330811.9313,0,0
1/4/2021,Light Vehicles,10710.0982,0,0
1/4/2021,Loading,156915.3028,0,0
1/4/2021,Management Services,859.3126023,0,0
1/4/2021,Mobile Equipment,114941.3421,0,0
1/4/2021,Rehandling,353033.0606,0,0
1/4/2021,Supplementary Load and Haul,197702.6678,0,0
1/4/2021,Tailings Disposal,711.3584288,0,0
1/5/2021,Crushing - Fixed,40015.59451,609355.1718,0
1/5/2021,Milling,6913.686011,7822753.327,0
1/5/2021,Operations Administration,3461.717262,21604.50132,0
1/5/2021,Blasting,8574.182765,0,0
1/5/2021,Crushing - Supplemental,60844.93334,0,0
1/5/2021,Drilling - Production,70275.47713,0,0
1/5/2021,Environment,111.0428732,0,0
1/5/2021,Exploration and Development,21408.73013,0,0
1/5/2021,Geotechnical,796.1441287,0,0
1/5/2021,Grade Control,11306.48735,0,0
1/5/2021,Hauling,452106.8605,0,0
1/5/2021,Light Vehicles,9725.782252,0,0
1/5/2021,Loading,209624.9077,0,0
1/5/2021,Management Services,808.1781786,0,0
1/5/2021,Mobile Equipment,145689.0737,0,0
1/5/2021,Rehandling,255230.8625,0,0
1/5/2021,Supplementary Load and Haul,177735.2665,0,0
1/5/2021,Tailings Disposal,691.7712909,0,0
1/6/2021,Crushing - Fixed,-18980.24054,586657.3718,0
1/6/2021,Milling,5464.467134,7111926.191,0
1/6/2021,Operations Administration,2996.126594,15768.43739,0
1/6/2021,Blasting,10568.30784,0,0
1/6/2021,Crushing - Supplemental,86603.14669,0,0
1/6/2021,Drilling - Production,84307.0528,0,0
1/6/2021,Environment,90.70891319,0,0
1/6/2021,Exploration and Development,17486.3268,0,0
1/6/2021,Geotechnical,629.512009,0,0
1/6/2021,Grade Control,9234.96966,0,0
1/6/2021,Hauling,390715.599,0,0
1/6/2021,Light Vehicles,8011.772828,0,0
1/6/2021,Loading,206790.0294,0,0
1/6/2021,Management Services,660.1068275,0,0
1/6/2021,Mobile Equipment,148658.9295,0,0
1/6/2021,Rehandling,130339.8132,0,0
1/6/2021,Supplementary Load and Haul,147945.2782,0,0
1/6/2021,Tailings Disposal,546.4627012,0,0
1/7/2021,Crushing - Fixed,31716.43578,602698.4677,0
1/7/2021,Milling,5861.816916,7781427.518,0
1/7/2021,Operations Administration,3980.800557,17201.01427,0
1/7/2021,Blasting,11189.29342,0,0
1/7/2021,Crushing - Supplemental,31149.20989,0,0
1/7/2021,Drilling - Production,89476.96485,0,0
1/7/2021,Environment,94.15941525,0,0
1/7/2021,Exploration and Development,18151.56283,0,0
1/7/2021,Geotechnical,675.0156631,0,0
1/7/2021,Grade Control,9586.286112,0,0
1/7/2021,Hauling,512232.3425,0,0
1/7/2021,Light Vehicles,8406.738601,0,0
1/7/2021,Loading,223149.544,0,0
1/7/2021,Management Services,685.2210233,0,0
1/7/2021,Mobile Equipment,160510.7971,0,0
1/7/2021,Rehandling,117922.7289,0,0
1/7/2021,Supplementary Load and Haul,118685.0818,0,0
1/7/2021,Tailings Disposal,586.5227985,0,0
1/8/2021,Crushing - Fixed,37417.25656,603871.4972,0
1/8/2021,Milling,5999.168024,7918253.361,0
1/8/2021,Operations Administration,3444.115506,19907.14151,0
1/8/2021,Blasting,11670.91205,0,0
1/8/2021,Crushing - Supplemental,55839.6783,0,0
1/8/2021,Drilling - Production,91507.24859,0,0
1/8/2021,Environment,96.37050647,0,0
1/8/2021,Exploration and Development,18576.85028,0,0
1/8/2021,Geotechnical,690.8309356,0,0
1/8/2021,Grade Control,9810.905813,0,0
1/8/2021,Hauling,619549.5684,0,0
1/8/2021,Light Vehicles,8692.730613,0,0
1/8/2021,Loading,228377.9942,0,0
1/8/2021,Management Services,701.2722293,0,0
1/8/2021,Mobile Equipment,164271.5984,0,0
1/8/2021,Rehandling,207936.4925,0,0
1/8/2021,Supplementary Load and Haul,212760.6614,0,0
1/8/2021,Tailings Disposal,600.2703921,0,0
1/9/2021,Crushing - Fixed,41825.24875,648298.6073,0
1/9/2021,Milling,6368.199398,7945887.816,0
1/9/2021,Operations Administration,3993.824998,21769.57702,0
1/9/2021,Blasting,11564.65571,0,0
1/9/2021,Crushing - Supplemental,38755.58494,0,0
1/9/2021,Drilling - Production,94986.77069,0,0
1/9/2021,Environment,105.7022908,0,0
1/9/2021,Exploration and Development,20378.23543,0,0
1/9/2021,Geotechnical,8803.398235,0,0
1/9/2021,Grade Control,10762.24918,0,0
1/9/2021,Hauling,657702.4495,0,0
1/9/2021,Light Vehicles,9524.789263,0,0
1/9/2021,Loading,240989.1904,0,0
1/9/2021,Management Services,769.2968827,0,0
1/9/2021,Mobile Equipment,173244.2961,0,0
1/9/2021,Rehandling,77735.32115,0,0
1/9/2021,Supplementary Load and Haul,147663.2442,0,0
1/9/2021,Tailings Disposal,636.8186176,0,0
1/10/2021,Crushing - Fixed,53715.60855,686387.2297,0
1/10/2021,Milling,6323.292133,8442701.454,0
1/10/2021,Operations Administration,3055.250836,24017.31595,0
1/10/2021,Blasting,11251.48757,0,0
1/10/2021,Crushing - Supplemental,5744.446706,0,0
1/10/2021,Drilling - Production,89118.48771,0,0
1/10/2021,Environment,7444.280936,0,0
1/10/2021,Exploration and Development,19580.56129,0,0
1/10/2021,Geotechnical,17481.77403,0,0
1/10/2021,Grade Control,10340.9859,0,0
1/10/2021,Hauling,753488.2536,0,0
1/10/2021,Light Vehicles,8922.367311,0,0
1/10/2021,Loading,240717.3244,0,0
1/10/2021,Management Services,739.1595172,0,0
1/10/2021,Mobile Equipment,173147.2444,0,0
1/10/2021,Rehandling,145696.5188,0,0
1/10/2021,Tailings Disposal,632.6944889,0,0
1/11/2021,Crushing - Fixed,0,673277.8219,0
1/11/2021,Milling,8374.167448,7594459.963,0
1/11/2021,Operations Administration,4303.693715,20797.21528,0
1/11/2021,Blasting,14852.41557,0,0
1/11/2021,Drilling - Production,124011.2219,0,0
1/11/2021,Environment,139.0126642,0,0
1/11/2021,Exploration and Development,26797.303,0,0
1/11/2021,Geotechnical,23152.87289,0,0
1/11/2021,Grade Control,14152.33349,0,0
1/11/2021,Hauling,997934.9672,0,0
1/11/2021,Light Vehicles,12214.24719,0,0
1/11/2021,Loading,319038.6609,0,0
1/11/2021,Management Services,1011.597092,0,0
1/11/2021,Mobile Equipment,233042.765,0,0
1/11/2021,Rehandling,25557.92683,0,0
1/11/2021,Tailings Disposal,837.4179174,0,0
1/12/2021,Crushing - Fixed,0,710424.2641,0
1/12/2021,Milling,7450.066768,7851961.693,0
1/12/2021,Operations Administration,4401.540325,23170.04336,0
1/12/2021,Blasting,17825.64517,0,0
1/12/2021,Crushing - Supplemental,344.1880687,0,0
1/12/2021,Drilling - Production,143807.6333,0,0
1/12/2021,Environment,119.6608801,0,0
1/12/2021,Exploration and Development,14418.54601,0,0
1/12/2021,Geotechnical,20596.8883,0,0
1/12/2021,Grade Control,12183.67131,0,0
1/12/2021,Hauling,1006121.35,0,0
1/12/2021,Light Vehicles,10505.27623,0,0
1/12/2021,Loading,363569.2432,0,0
1/12/2021,Management Services,870.8797863,0,0
1/12/2021,Mobile Equipment,293250.0357,0,0
1/12/2021,Rehandling,22011.32884,0,0
1/12/2021,Tailings Disposal,745.4302661,0,0
1/1/2022,Crushing - Fixed,51470.34237,824654.9205,0
1/1/2022,Milling,4944.175189,4052062.471,0
1/1/2022,Operations Administration,3530.702534,19016.74836,0
1/1/2022,Rehabilitation,0,35151.86031,0
1/1/2022,Blasting,14909.004,0,0
1/1/2022,Crushing - Supplemental,7890.895954,0,0
1/1/2022,Drilling - Production,111574.5887,0,0
1/1/2022,Environment,79.43530458,0,0
1/1/2022,Exploration and Development,9569.364162,0,0
1/1/2022,Geotechnical,22015.12895,0,0
1/1/2022,Grade Control,1189.928857,0,0
1/1/2022,Hauling,759350.8782,0,0
1/1/2022,Light Vehicles,7915.295687,0,0
1/1/2022,Loading,264017.3744,0,0
1/1/2022,Management Services,1849.377501,0,0
1/1/2022,Mobile Equipment,192644.9644,0,0
1/1/2022,Rehandling,144489.5843,0,0
1/1/2022,Tailings Disposal,494.4197421,0,0
1/2/2022,Crushing - Fixed,42885.00171,671441.5436,0
1/2/2022,Milling,4205.506382,3512517.115,0
1/2/2022,Operations Administration,3401.124749,15779.189,0
1/2/2022,Rehabilitation,0,25938.15266,0
1/2/2022,Blasting,11383.76449,0,0
1/2/2022,Crushing - Supplemental,6005.447699,0,0
1/2/2022,Drilling - Production,85755.40124,0,0
1/2/2022,Environment,74.79094332,0,0
1/2/2022,Exploration and Development,13517.65857,0,0
1/2/2022,Geotechnical,18725.99149,0,0
1/2/2022,Grade Control,1037.35146,0,0
1/2/2022,Hauling,645901.3742,0,0
1/2/2022,Light Vehicles,7424.284806,0,0
1/2/2022,Loading,214855.5039,0,0
1/2/2022,Management Services,1819.864052,0,0
1/2/2022,Mobile Equipment,156768.8493,0,0
1/2/2022,Rehandling,120947.5769,0,0
1/2/2022,Tailings Disposal,420.5584625,0,0
1/3/2022,Crushing - Fixed,49705.51638,752667.1098,0
1/3/2022,Milling,4774.638353,3955445.429,0
1/3/2022,Operations Administration,3333.884031,13500.10366,0
1/3/2022,Rehabilitation,0,28849.35767,0
1/3/2022,Blasting,13689.79329,0,0
1/3/2022,Crushing - Supplemental,7620.324777,0,0
1/3/2022,Drilling - Production,102600.3707,0,0
1/3/2022,Environment,1462.892372,0,0
1/3/2022,Exploration and Development,13861.86888,0,0
1/3/2022,Geotechnical,21260.26514,0,0
1/3/2022,Grade Control,1201.458678,0,0
1/3/2022,Hauling,733314.0509,0,0
1/3/2022,Light Vehicles,7641.189507,0,0
1/3/2022,Loading,268550.0101,0,0
1/3/2022,Management Services,1785.969295,0,0
1/3/2022,Mobile Equipment,195833.6463,0,0
1/3/2022,Rehandling,139553.7333,0,0
1/3/2022,Tailings Disposal,477.4710884,0,0
1/4/2022,Crushing - Fixed,41207.95835,946819.103,0
1/4/2022,Milling,0,5328487.461,399520
1/4/2022,Operations Administration,3248.350562,17425.33868,0
1/4/2022,Rehabilitation,0,39888.14998,0
1/4/2022,Supplemental Power Supply,103900.6005,-1808545.053,0
1/4/2022,Blasting,1417.01125,0,0
1/4/2022,Drilling - Production,72452.88842,0,0
1/4/2022,Environment,176.603831,0,0
1/4/2022,Exploration and Development,1046.936759,0,0
1/4/2022,Grade Control,12324.00426,0,0
1/4/2022,Hauling,510949.5743,0,0
1/4/2022,Light Vehicles,31646.07023,0,0
1/4/2022,Loading,290417.4217,0,0
1/4/2022,Management Services,29660.54272,0,0
1/4/2022,Mobile Equipment,56243.58468,0,0
1/4/2022,Rehandling,489721.0322,0,0
1/5/2022,Crushing - Fixed,191747.6909,2353170.135,0
1/5/2022,Management Services,0,617000.8234,0
1/5/2022,Milling,3449.2417,11220595.85,871520
1/5/2022,Operations Administration,3201.946987,41590.18475,0
1/5/2022,Rehabilitation,0,70214.73421,0
1/5/2022,Supplemental Power Supply,191112.4266,-8087568.305,0
1/5/2022,Tailings Disposal,0,712284.5751,0
1/5/2022,Blasting,4856.394316,0,0
1/5/2022,Crushing - Supplemental,-28654.87088,0,0
1/5/2022,Drilling - Production,151069.0395,0,0
1/5/2022,Environment,656.4216423,0,0
1/5/2022,Exploration and Development,39.41795327,0,0
1/5/2022,Grade Control,6847.267386,0,0
1/5/2022,Hauling,558845.7576,0,0
1/5/2022,Light Vehicles,21085.65378,0,0
1/5/2022,Loading,284073.2545,0,0
1/5/2022,Mobile Equipment,117275.5089,0,0
1/5/2022,Rehandling,178900.485,0,0
1/6/2022,Crushing - Fixed,98662.47095,1308070.128,0
1/6/2022,Management Services,0,1002001.234,0
1/6/2022,Milling,3541.650847,36041484.45,4171520
1/6/2022,Operations Administration,2826.328499,42646.85814,0
1/6/2022,Rehabilitation,0,196932.9301,0
1/6/2022,Supplemental Power Supply,836333.1825,-35425748.05,0
1/6/2022,Tailings Disposal,0,1689750.446,0
1/6/2022,Blasting,9949.317336,0,0
1/6/2022,Crushing - Supplemental,68635.95413,0,0
1/6/2022,Drilling - Production,86708.11147,0,0
1/6/2022,Exploration and Development,277.6277622,0,0
1/6/2022,Geotechnical,2762.03812,0,0
1/6/2022,Grade Control,3912.631179,0,0
1/6/2022,Hauling,599206.8525,0,0
1/6/2022,Light Vehicles,18726.48189,0,0
1/6/2022,Loading,263835.6079,0,0
1/6/2022,Mobile Equipment,109748.1722,0,0
1/6/2022,New Crusher,0,0,0
1/6/2022,Rehandling,124524.0732,0,0
1/7/2022,Crushing - Fixed,106843.0069,-1669091.801,0
1/7/2022,Management Services,0,-383779.2109,0
1/7/2022,Milling,4955.356419,-7317316.843,4999900
1/7/2022,Operations Administration,6127.452156,-14208.95073,0
1/7/2022,Rehabilitation,0,-2.19E-12,0
1/7/2022,Supplemental Power Supply,1022770.255,14094198.81,0
1/7/2022,Tailings Disposal,0,-1.76E-11,0
1/7/2022,Blasting,7398.68743,0,0
1/7/2022,Crushing - Supplemental,96421.75301,0,0
1/7/2022,Drilling - Production,127604.4854,0,0
1/7/2022,Exploration and Development,186.3525141,0,0
1/7/2022,Geotechnical,4929.571713,0,0
1/7/2022,Grade Control,4137.25916,0,0
1/7/2022,Hauling,622858.855,0,0
1/7/2022,Light Vehicles,71336.32578,0,0
1/7/2022,Loading,290821.4354,0,0
1/7/2022,Mobile Equipment,116692.648,0,0
1/7/2022,New Crusher,0,0,0
1/7/2022,Rehandling,138112.4402,0,0
1/8/2022,Crushing - Fixed,146587.0988,603559.7523,0
1/8/2022,Management Services,0,24934.85148,0
1/8/2022,Milling,3776.378581,721174.1141,4574900
1/8/2022,Operations Administration,5098.844151,2070.009158,0
1/8/2022,Supplemental Power Supply,1115380.472,3361258.273,0
1/8/2022,Blasting,5397.238301,0,0
1/8/2022,Crushing - Supplemental,99307.33247,0,0
1/8/2022,Drilling - Production,119428.9271,0,0
1/8/2022,Exploration and Development,166.8196912,0,0
1/8/2022,Geotechnical,4031.608935,0,0
1/8/2022,Grade Control,3237.814592,0,0
1/8/2022,Hauling,832032.0372,0,0
1/8/2022,Light Vehicles,-7314.757489,0,0
1/8/2022,Loading,350254.9328,0,0
1/8/2022,Mobile Equipment,321992.5968,0,0
1/8/2022,New Crusher,28183.62214,0,0
1/8/2022,Rehandling,114428.7347,0,0
1/9/2022,Crushing - Fixed,104887.7299,2078535.008,0
1/9/2022,Management Services,0,75493.03465,0
1/9/2022,Milling,0,2336575.8,4669900
1/9/2022,Operations Administration,16757.73815,5684.157655,0
1/9/2022,Blasting,7472.066364,0,0
1/9/2022,Crushing - Supplemental,149537.3528,0,0
1/9/2022,Drilling - Production,81103.15546,0,0
1/9/2022,Exploration and Development,1943.765204,0,0
1/9/2022,Geotechnical,3713.841684,0,0
1/9/2022,Grade Control,12416.11509,0,0
1/9/2022,Hauling,740163.685,0,0
1/9/2022,Light Vehicles,52101.14283,0,0
1/9/2022,Loading,300155.6275,0,0
1/9/2022,Mobile Equipment,115159.6423,0,0
1/9/2022,New Crusher,29104.29654,0,0
1/9/2022,Rehandling,183741.4936,0,0
1/9/2022,Supplemental Power Supply,1062813.217,0,0
1/10/2022,Crushing - Fixed,91799.99657,1083353.153,0
1/10/2022,Management Services,0,51305.45533,0
1/10/2022,Milling,2942.740041,3075723.898,8413000
1/10/2022,Operations Administration,1942.969835,162.4936916,0
1/10/2022,Blasting,7313.868263,0,0
1/10/2022,Crushing - Supplemental,64506.15129,0,0
1/10/2022,Drilling - Production,182074.275,0,0
1/10/2022,Exploration and Development,405.0280383,0,0
1/10/2022,Geotechnical,4452.38626,0,0
1/10/2022,Grade Control,13146.60539,0,0
1/10/2022,Hauling,962394.6839,0,0
1/10/2022,Light Vehicles,24621.71385,0,0
1/10/2022,Loading,363118.0491,0,0
1/10/2022,Mobile Equipment,145441.5791,0,0
1/10/2022,New Crusher,34708.47324,0,0
1/10/2022,Rehandling,231841.7094,0,0
1/10/2022,Supplemental Power Supply,2278643.747,0,0
1/11/2022,Crushing - Fixed,85791.94152,864659.1067,0
1/11/2022,Management Services,0,63618.97926,0
1/11/2022,Milling,6586.320813,2469862.272,8785822
1/11/2022,Operations Administration,2046.456008,2943.641726,0
1/11/2022,Blasting,7246.959885,0,0
1/11/2022,Crushing - Supplemental,84679.17606,0,0
1/11/2022,Drilling - Production,194245.6789,0,0
1/11/2022,Exploration and Development,544.101627,0,0
1/11/2022,Geotechnical,5501.829214,0,0
1/11/2022,Grade Control,19202.9381,0,0
1/11/2022,Hauling,909261.6504,0,0
1/11/2022,Light Vehicles,30543.31388,0,0
1/11/2022,Loading,362688.8349,0,0
1/11/2022,Mobile Equipment,149688.7675,0,0
1/11/2022,New Crusher,-35909.28801,0,0
1/11/2022,Rehandling,279514.7384,0,0
1/11/2022,Supplemental Power Supply,2707166.801,0,0
1/12/2022,Crushing - Fixed,68221.02998,2123442.938,0
1/12/2022,Management Services,0,64558.09514,0
1/12/2022,Milling,1093.509847,3313180.27,5000616
1/12/2022,Nolans South Crusher,0,1894808.55,0
1/12/2022,Operations Administration,996.6186446,42300.14738,0
1/12/2022,Blasting,7232.961043,0,0
1/12/2022,Crushing - Supplemental,102083.8822,0,0
1/12/2022,Drilling - Production,144542.1071,0,0
1/12/2022,Exploration and Development,8636.383384,0,0
1/12/2022,Geotechnical,23651.79007,0,0
1/12/2022,Grade Control,49297.33385,0,0
1/12/2022,Hauling,940797.8605,0,0
1/12/2022,Light Vehicles,30810.73837,0,0
1/12/2022,Loading,376715.3555,0,0
1/12/2022,Mobile Equipment,170481.423,0,0
1/12/2022,New Crusher,-535.3033998,0,0
1/12/2022,Rehandling,239371.6663,0,0
1/12/2022,Supplemental Power Supply,698826.9033,0,0
1/1/2023,Crushing - Fixed,17030.33225,929424.9956,0
1/1/2023,Management Services,0,210404.6898,0
1/1/2023,Milling,1040.729483,5494458.485,2031726
1/1/2023,Nolans South Crusher,0,2849978.674,0
1/1/2023,Operations Administration,3953.967089,14190.4869,0
1/1/2023,Rehabilitation,0,27162.43455,0
1/1/2023,Tailings Disposal,0,319558.2345,0
1/1/2023,Blasting,3919.756839,0,0
1/1/2023,Crushing - Supplemental,81309.51473,0,0
1/1/2023,Drilling - Production,152788.4205,0,0
1/1/2023,Exploration and Development,5627.586207,0,0
1/1/2023,Geotechnical,17566.97202,0,0
1/1/2023,Grade Control,25535.32753,0,0
1/1/2023,Hauling,1237936.845,0,0
1/1/2023,Light Vehicles,39099.37323,0,0
1/1/2023,Loading,471683.7313,0,0
1/1/2023,Mobile Equipment,44922.51965,0,0
1/1/2023,Rehandling,173479.5849,0,0
1/1/2023,Supplemental Power Supply,64309.08291,0,0
1/2/2023,Management Services,0,128231.2799,0
1/2/2023,Milling,1642.259877,6740417.44,6465791
1/2/2023,Nolans South Crusher,0,926769.9748,0
1/2/2023,Operations Administration,3710.790603,7267.179072,0
1/2/2023,Rehabilitation,0,16555.69742,0
1/2/2023,Tailings Disposal,0,194862.4287,0
1/2/2023,Blasting,3773.89727,0,0
1/2/2023,Crushing - Fixed,20895.02278,0,0
1/2/2023,Crushing - Supplemental,226776.7995,0,0
1/2/2023,Drilling - Production,107548.9714,0,0
1/2/2023,Exploration and Development,18373.71145,0,0
1/2/2023,Geotechnical,22640.04778,0,0
1/2/2023,Grade Control,33150.99766,0,0
1/2/2023,Hauling,908958.6692,0,0
1/2/2023,Light Vehicles,45793.22214,0,0
1/2/2023,Loading,372340.53,0,0
1/2/2023,Mobile Equipment,104668.575,0,0
1/2/2023,Rehandling,163617.9091,0,0
1/2/2023,Supplemental Power Supply,1716312.321,0,0
1/3/2023,Crushing - Fixed,33333.05649,551356.1125,0
1/3/2023,Management Services,0,113616.9374,0
1/3/2023,Milling,5853.799454,7519886.464,7107774
1/3/2023,Nolans South Crusher,0,827038.241,0
1/3/2023,Operations Administration,2232.440362,12051.46917,0
1/3/2023,Tailings Disposal,0,47424.7755,0
1/3/2023,Blasting,6567.270758,0,0
1/3/2023,Crushing - Supplemental,89541.79963,0,0
1/3/2023,Drilling - Production,139976.5556,0,0
1/3/2023,Exploration and Development,16767.03153,0,0
1/3/2023,Geotechnical,28684.08675,0,0
1/3/2023,Grade Control,39661.27875,0,0
1/3/2023,Hauling,582068.4737,0,0
1/3/2023,Light Vehicles,53747.01302,0,0
1/3/2023,Loading,351324.038,0,0
1/3/2023,Mobile Equipment,322656.0563,0,0
1/3/2023,Rehandling,216134.4738,0,0
1/3/2023,Supplemental Power Supply,1754150.687,0,0
1/4/2023,Crushing - Fixed,7662.347296,-46931.08535,0
1/4/2023,Management Services,0,107873.9237,0
1/4/2023,Milling,4776.559494,7285636.442,4999616
1/4/2023,Nolans South Crusher,0,970611.7719,0
1/4/2023,Operations Administration,2292.468532,10522.76149,0
1/4/2023,Tailings Disposal,0,141445.1864,0
1/4/2023,Blasting,9806.764181,0,0
1/4/2023,Crushing - Supplemental,62465.40717,0,0
1/4/2023,Drilling - Production,105293.0388,0,0
1/4/2023,Exploration and Development,14930.10037,0,0
1/4/2023,Geotechnical,22020.70516,0,0
1/4/2023,Grade Control,37792.5033,0,0
1/4/2023,Hauling,951485.5514,0,0
1/4/2023,Light Vehicles,36296.20529,0,0
1/4/2023,Loading,362790.6071,0,0
1/4/2023,Mobile Equipment,148723.1044,0,0
1/4/2023,Rehandling,102653.3114,0,0
1/4/2023,Supplemental Power Supply,1374469.654,0,0
1/5/2023,Management Services,0,79374.04408,0
1/5/2023,Milling,5189.430441,7152466.291,4873336
1/5/2023,Nolans South Crusher,0,996229.7418,0
1/5/2023,Operations Administration,2869.331034,11378.79194,0
1/5/2023,Tailings Disposal,0,225979.1311,0
1/5/2023,Blasting,6147.669524,0,0
1/5/2023,Crushing - Fixed,3494.94345,0,0
1/5/2023,Crushing - Supplemental,88734.64523,0,0
1/5/2023,Drilling - Production,138541.2182,0,0
1/5/2023,Exploration and Development,14879.9716,0,0
1/5/2023,Geotechnical,25024.57778,0,0
1/5/2023,Grade Control,46890.02384,0,0
1/5/2023,Hauling,984615.3066,0,0
