Date,Activity,SubActivity,Description,Department,CostCentre,State,UOM,Quantity,Source,Identifier
1/1/2026,Combustion,LPG,LPG - Bulk liquid,Processing,Gold Room,QLD,kL,82.9161,Budget,103570
1/1/2026,Combustion,LPG,LPG - Cylinders,Mining,Projects and Work Orders,QLD,kL,0.35838,Budget,121352
1/1/2026,Combustion,Lubricants,Engine oil,Mining,Projects and Work Orders,QLD,kL,14.57412,Budget,124779
1/1/2026,Combustion,Lubricants,Gear oil,Mining,Projects and Work Orders,QLD,kL,7.55856,Budget,125456
1/1/2026,Combustion,Lubricants,Hydraulic oil,Mining,Projects and Work Orders,QLD,kL,7.4391,Budget,125456
1/1/2026,Combustion,Nitrogen,Nitrogen,Mining,Projects and Work Orders,QLD,m3,14.070403,Budget,122551
1/1/2026,Combustion,Oxygen,Liquid oxygen,Processing,Projects and Work Orders,QLD,m3,347394.7323,Budget,100213
1/1/2026,Combustion,Welding Gas,Welding gas,Mining,Projects and Work Orders,QLD,m3,91.468574,Budget,104090
1/1/2026,Crushing,Ore Crushed,Ore crushed,Processing,Crushing - Fixed,QLD,t,1835877.326,Budget,10402309010
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Brisbane Office,QLD,kWh,1453,NPINGERS2024/Production Stats,Legacy|Grid Power|Brisbane Office
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Crushing - Fixed,QLD,kWh,88984.51,CS Energy Invoice,Legacy|Grid Power|Crushing - Fixed
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Management Services,QLD,kWh,21800.6,CS Energy Invoice,Legacy|Grid Power|Management Services
1/1/2026,Electricity,Grid Power,Grid electricity,Processing,Milling,QLD,kWh,13871251.01,CS Energy Invoice,Legacy|Grid Power|Milling
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Nolans South Crusher,QLD,kWh,453965.44,CS Energy Invoice,3053186668
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Operations Administration,QLD,kWh,15387.34,CS Energy Invoice,Legacy|Grid Power|Operations Administration
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Stuart Office,QLD,kWh,3801.04,NPINGERS2024/Production Stats,Legacy|Grid Power|Stuart Office
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Suhrs Creek Rd,QLD,kWh,61286.44,NPINGERS2024/Production Stats,Legacy|Grid Power|Suhrs Creek Rd
1/1/2026,Electricity,Grid Power,Grid electricity,Administration,Tailings Disposal,QLD,kWh,60004.56,CS Energy Invoice,Legacy|Grid Power|Tailings Disposal
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,57.98,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,6360.23,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1578.58,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,61401.8,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1569.89,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,16009.47,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1364.27,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,318.74,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,5.38,NPINGERS2024/Production Stats,30337757612
1/1/2026,Electricity,Site Power,Site electricity,Processing,Milling,QLD,kWh,7691800,CS Energy Invoice,10401329900
1/1/2026,Milling,Ore Milled,Ore Milled,Processing,,QLD,t,584835,PhysicalsActual.xlsx,10401329100
1/1/2026,Mining,Drilling,Drilling,Mining Open Pit,Drilling - Production,QLD,m,143691.7938,Budget,10202119571
1/1/2026,Mining,Ore Mined,Ore mined,Mining Open Pit,Hauling,QLD,BCM,299453.2718,Budget,10202159500
1/1/2026,Mining,Ore ROM,BRW Non-Beneficiated Ore - HG,Mining,ROM,QLD,t,625000,LOM,10202159516
1/1/2026,Mining,Ore Waste,Waste,Mining Open Pit,Hauling,QLD,BCM,1655496.771,Budget,10202159505
1/1/2026,Mining,Rehandle,Rehandle,Mining,Rehandling,QLD,t,153647.7197,Budget,10201169547
1/1/2026,Reagent,Acid,Hydrochloric acid,Processing,Gold Room,QLD,t,39.443493,Budget,103203
1/1/2026,Reagent,Antiscalant,Antiscalant,Processing,Projects and Work Orders,QLD,t,1.339394,Budget,124951
1/1/2026,Reagent,Carbon,Activated carbon,Processing,Leach & Adsorption,QLD,t,43.654328,Budget,103200
1/1/2026,Reagent,Caustic Soda,Caustic soda,Processing,Gold Room,QLD,t,57.992578,Budget,103205
1/1/2026,Reagent,Cyanide,Cyanide,Processing,Leach & Adsorption,QLD,t,731.168268,Budget,103430
1/1/2026,Reagent,Degreaser,Degreaser,Processing,Projects and Work Orders,QLD,kL,1.445695,Budget,121366
1/1/2026,Reagent,Dust Suppressant,Dust suppressant,Mining,Projects and Work Orders,QLD,kL,3.061472,Budget,139149
1/1/2026,Reagent,Flocculant,Flocculant,Processing,Tailings Disposal,QLD,t,0.431228,Budget,100975
1/1/2026,Reagent,Leach Aid,Leach aid,Processing,Projects and Work Orders,QLD,t,0.134648,Budget,104219
1/1/2026,Reagent,Lime,Lime,Processing,Leach & Adsorption,QLD,t,1306.840512,Budget,101673
1/1/2026,Reagent,Soda Ash,Soda ash,Mining,Projects and Work Orders,QLD,t,0.05031,Budget,101492
1/1/2026,Reagent,Sodium Chlorite,Sodium chlorite,Processing,Projects and Work Orders,QLD,t,0.28347,Budget,104164
1/1/2026,Revenue,Gold Leach Tails,Gold leach tails,Processing,Milling,QLD,g,42125.70481,Budget,10401329212
1/1/2026,Revenue,Gold Poured,Gold poured,Processing,,QLD,oz,12720.72069,Budget,10401329320
1/1/2026,Revenue,Gold Recovered,Gold Recovered,Processing,,QLD,oz,15518,PhysicalsActual.xlsx,10401329300
1/1/2026,Revenue,Gold Scats,Gold scats,Processing,Milling,QLD,g,1024.453878,Budget,10401329211
1/1/2026,Revenue,Gold Sold,Gold Sold,Sales,,QLD,oz,18770,PhysicalsActual.xlsx,10401329350
1/1/2026,Wear Item,Grinding,Grinding media,Processing,Milling,QLD,t,955.340537,Budget,10401329420
1/1/2026,Wear Item,Grinding Media,Grinding media,Processing,Milling,QLD,t,541.70805,Budget,103202
1/1/2026,Wear Item,Tyres,Tyres,Mining,Hauling,QLD,Each,16.937313,Budget,126143
1/2/2026,Blasting,Explosives,Explosives,Mining Open Pit,Blasting,QLD,t,437673.1946,Budget,10202129570
1/2/2026,Combustion,Acetylene,Acetylene gas,Mining,Projects and Work Orders,QLD,m3,20.39508,Budget,100192
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Blasting,QLD,kL,2.248921834,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Crushing - Fixed,QLD,kL,1.151630894,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Crushing - Supplemental,QLD,kL,0.012655285,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Drilling - Production,QLD,kL,90.49127065,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Environment,QLD,kL,0.160943078,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Exploration and Development,QLD,kL,5.874422364,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Geotechnical,QLD,kL,0.423064504,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Grade Control,QLD,kL,33.25509663,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Hauling,QLD,kL,934.6051547,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Light Vehicles,QLD,kL,12.23167396,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Loading,QLD,kL,147.2487138,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Management Services,QLD,kL,5.238697204,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Milling,QLD,kL,3.366305691,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Mobile Equipment,QLD,kL,69.87244274,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Nolans South Crusher,QLD,kL,42.16740813,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Operations Administration,QLD,kL,0.386263388,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Projects and Work Orders,QLD,kL,886.176,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Stationary,Mining,Rehandling,QLD,kL,74.60408521,Budget,103206
1/2/2026,Combustion,Diesel,Diesel - Power generation,Utilities,Site Power Generation,QLD,kL,2211.49782,Budget,103206
1/2/2026,Combustion,Greases,Petroleum grease,Mining,Projects and Work Orders,QLD,kL,4.36572,Budget,101578
1/2/2026,Combustion,LPG,LPG - Bulk liquid,Processing,Gold Room,QLD,kL,225.30156,Budget,103570
1/2/2026,Combustion,LPG,LPG - Cylinders,Mining,Projects and Work Orders,QLD,kL,0.24978,Budget,121352
1/2/2026,Combustion,Lubricants,Engine oil,Mining,Projects and Work Orders,QLD,kL,15.30174,Budget,125456
1/2/2026,Combustion,Lubricants,Gear oil,Mining,Projects and Work Orders,QLD,kL,8.01468,Budget,125456
1/2/2026,Combustion,Lubricants,Hydraulic oil,Mining,Projects and Work Orders,QLD,kL,12.3804,Budget,125456
1/2/2026,Combustion,Nitrogen,Nitrogen,Mining,Projects and Work Orders,QLD,m3,14.070403,Budget,122551
1/2/2026,Combustion,Oxygen,Liquid oxygen,Processing,Projects and Work Orders,QLD,m3,347394.7323,Budget,100213
1/2/2026,Combustion,Welding Gas,Welding gas,Mining,Projects and Work Orders,QLD,m3,91.468574,Budget,104090
1/2/2026,Crushing,Ore Crushed,Ore crushed,Processing,Crushing - Fixed,QLD,t,1835877.326,Budget,10402309010
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Brisbane Office,QLD,kWh,1348,NPINGERS2024/Production Stats,Legacy|Grid Power|Brisbane Office
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Crushing - Fixed,QLD,kWh,247440.63,CS Energy Invoice,Legacy|Grid Power|Crushing - Fixed
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Management Services,QLD,kWh,18571.06,CS Energy Invoice,Legacy|Grid Power|Management Services
1/2/2026,Electricity,Grid Power,Grid electricity,Processing,Milling,QLD,kWh,12973612.04,CS Energy Invoice,Legacy|Grid Power|Milling
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Nolans South Crusher,QLD,kWh,386715.4,CS Energy Invoice,3053186668
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Operations Administration,QLD,kWh,31174.41,CS Energy Invoice,Legacy|Grid Power|Operations Administration
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Stuart Office,QLD,kWh,3914.23,NPINGERS2024/Production Stats,Legacy|Grid Power|Stuart Office
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Suhrs Creek Rd,QLD,kWh,56406.98,NPINGERS2024/Production Stats,Legacy|Grid Power|Suhrs Creek Rd
1/2/2026,Electricity,Grid Power,Grid electricity,Administration,Tailings Disposal,QLD,kWh,51115.57,CS Energy Invoice,Legacy|Grid Power|Tailings Disposal
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,289.02,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,77.95,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,2168,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,2602,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,7079,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,3148,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,2934,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,426,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,951.56,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,5.04,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1995,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1283.66,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,16750.14,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1630,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1301.55,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,3187,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1042,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,5512.79,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,3589,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,3404,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,88620,NPINGERS2024/Production Stats,30337757612
1/2/2026,Electricity,Site Power,Site electricity,Processing,Milling,QLD,kWh,7892400,CS Energy Invoice,10401329900
1/2/2026,Milling,Ore Milled,Ore Milled,Processing,,QLD,t,567453,PhysicalsActual.xlsx,10401329100
1/2/2026,Mining,Drilling,Drilling,Mining Open Pit,Drilling - Production,QLD,m,143691.7938,Budget,10202119571
1/2/2026,Mining,Ore Mined,Ore mined,Mining Open Pit,Hauling,QLD,BCM,299453.2718,Budget,10202159500
1/2/2026,Mining,Ore ROM,BRW Non-Beneficiated Ore - HG,Mining,ROM,QLD,t,625000,LOM,10202159516
1/2/2026,Mining,Ore Waste,Waste,Mining Open Pit,Hauling,QLD,BCM,1655496.771,Budget,10202159505
1/2/2026,Mining,Rehandle,Rehandle,Mining,Rehandling,QLD,t,153647.7197,Budget,10201169547
1/2/2026,Reagent,Acid,Hydrochloric acid,Processing,Gold Room,QLD,t,39.443493,Budget,103203
1/2/2026,Reagent,Antiscalant,Antiscalant,Processing,Projects and Work Orders,QLD,t,1.339394,Budget,124951
1/2/2026,Reagent,Carbon,Activated carbon,Processing,Leach & Adsorption,QLD,t,43.654328,Budget,103200
1/2/2026,Reagent,Caustic Soda,Caustic soda,Processing,Gold Room,QLD,t,57.992578,Budget,103205
1/2/2026,Reagent,Cyanide,Cyanide,Processing,Leach & Adsorption,QLD,t,731.168268,Budget,103430
1/2/2026,Reagent,Degreaser,Degreaser,Processing,Projects and Work Orders,QLD,kL,1.445695,Budget,121366
1/2/2026,Reagent,Dust Suppressant,Dust suppressant,Mining,Projects and Work Orders,QLD,kL,3.061472,Budget,139149
1/2/2026,Reagent,Flocculant,Flocculant,Processing,Tailings Disposal,QLD,t,0.431228,Budget,100975
1/2/2026,Reagent,Leach Aid,Leach aid,Processing,Projects and Work Orders,QLD,t,0.134648,Budget,104219
1/2/2026,Reagent,Lime,Lime,Processing,Leach & Adsorption,QLD,t,1306.840512,Budget,101673
1/2/2026,Reagent,Soda Ash,Soda ash,Mining,Projects and Work Orders,QLD,t,0.03354,Budget,101492
1/2/2026,Reagent,Sodium Chlorite,Sodium chlorite,Processing,Projects and Work Orders,QLD,t,0.28347,Budget,104164
1/2/2026,Revenue,Gold Leach Tails,Gold leach tails,Processing,Milling,QLD,g,42125.70481,Budget,10401329212
1/2/2026,Revenue,Gold Poured,Gold poured,Processing,,QLD,oz,12720.72069,Budget,10401329320
1/2/2026,Revenue,Gold Recovered,Gold Recovered,Processing,,QLD,oz,12619,PhysicalsActual.xlsx,10401329300
1/2/2026,Revenue,Gold Scats,Gold scats,Processing,Milling,QLD,g,1024.453878,Budget,10401329211
1/2/2026,Revenue,Gold Sold,Gold Sold,Sales,,QLD,oz,11814,PhysicalsActual.xlsx,10401329350
1/2/2026,Wear Item,Grinding,Grinding media,Processing,Milling,QLD,t,955.340537,Budget,10401329420
1/2/2026,Wear Item,Grinding Media,Grinding media,Processing,Milling,QLD,t,541.70805,Budget,103202
1/2/2026,Wear Item,Tyres,Tyres,Mining,Hauling,QLD,Each,16.937313,Budget,126143
1/3/2026,Blasting,Explosives,Explosives,Mining Open Pit,Blasting,QLD,t,437673.1946,Budget,10202129570
1/3/2026,Combustion,Acetylene,Acetylene gas,Mining,Projects and Work Orders,QLD,m3,66.28944,Budget,100192
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Blasting,QLD,kL,1.220346464,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Crushing - Fixed,QLD,kL,1.729555556,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Crushing - Supplemental,QLD,kL,0.062892929,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Drilling - Production,QLD,kL,51.18026955,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Environment,QLD,kL,0.07926569,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Exploration and Development,QLD,kL,5.98455958,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Geotechnical,QLD,kL,0.827713254,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Grade Control,QLD,kL,13.60421015,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Hauling,QLD,kL,807.0734813,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Light Vehicles,QLD,kL,11.883248,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Loading,QLD,kL,235.1448461,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Management Services,QLD,kL,5.601442079,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Milling,QLD,kL,0.545072054,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Mobile Equipment,QLD,kL,91.04845796,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Nolans South Crusher,QLD,kL,44.36047946,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Operations Administration,QLD,kL,0.343484656,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Projects and Work Orders,QLD,kL,886.176,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Stationary,Mining,Rehandling,QLD,kL,152.6494251,Budget,103206
1/3/2026,Combustion,Diesel,Diesel - Power generation,Utilities,Site Power Generation,QLD,kL,1927.8129,Budget,103206
1/3/2026,Combustion,Greases,Petroleum grease,Mining,Projects and Work Orders,QLD,kL,1.91136,Budget,101578
1/3/2026,Combustion,LPG,LPG - Bulk liquid,Processing,Gold Room,QLD,kL,119.5686,Budget,103570
1/3/2026,Combustion,LPG,LPG - Cylinders,Mining,Projects and Work Orders,QLD,kL,0.11946,Budget,121352
1/3/2026,Combustion,Lubricants,Engine oil,Mining,Projects and Work Orders,QLD,kL,10.92516,Budget,124779
1/3/2026,Combustion,Lubricants,Gear oil,Mining,Projects and Work Orders,QLD,kL,14.5524,Budget,125456
1/3/2026,Combustion,Lubricants,Hydraulic oil,Mining,Projects and Work Orders,QLD,kL,6.43998,Budget,125456
1/3/2026,Combustion,Lubricants,Transmission oil,Mining,Projects and Work Orders,QLD,kL,0.0543,Budget,125456
1/3/2026,Combustion,Nitrogen,Nitrogen,Mining,Projects and Work Orders,QLD,m3,14.070403,Budget,122551
1/3/2026,Combustion,Oxygen,Liquid oxygen,Processing,Projects and Work Orders,QLD,m3,347394.7323,Budget,100213
1/3/2026,Combustion,Welding Gas,Welding gas,Mining,Projects and Work Orders,QLD,m3,91.468574,Budget,104090
1/3/2026,Crushing,Ore Crushed,Ore crushed,Processing,Crushing - Fixed,QLD,t,1835877.326,Budget,10402309010
1/3/2026,Electricity,Grid Power,Grid electricity,Administration,Brisbane Office,QLD,kWh,1445,NPINGERS2024/Production Stats,Legacy|Grid Power|Brisbane Office
1/3/2026,Electricity,Grid Power,Grid electricity,Administration,Crushing - Fixed,QLD,kWh,382973.43,CS Energy Invoice,Legacy|Grid Power|Crushing - Fixed
1/3/2026,Electricity,Grid Power,Grid electricity,Administration,Management Services,QLD,kWh,68669.81,CS Energy Invoice,Legacy|Grid Power|Management Services
1/3/2026,Electricity,Grid Power,Grid electricity,Processing,Milling,QLD,kWh,13351235.01,CS Energy Invoice,Legacy|Grid Power|Milling
1/3/2026,Electricity,Grid Power,Grid electricity,Administration,Nolans South Crusher,QLD,kWh,451026.09,CS Energy Invoice,3053186668
1/3/2026,Electricity,Grid Power,Grid electricity,Administration,Operations Administration,QLD,kWh,16567.51,CS Energy Invoice,Legacy|Grid Power|Operations Administration
1/3/2026,Electricity,Grid Power,Grid electricity,Administration,Tailings Disposal,QLD,kWh,28885.93,CS Energy Invoice,Legacy|Grid Power|Tailings Disposal
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,116041.6,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,2131.04,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,733.63,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,111.14,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,15238.06,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,471.52,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,1942.74,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,8.33,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Residential,Grid electricity,Administration,Residential,QLD,kWh,6040.69,NPINGERS2024/Production Stats,30337757612
1/3/2026,Electricity,Site Power,Site electricity,Processing,Milling,QLD,kWh,6567500,CS Energy Invoice,10401329900
1/3/2026,Milling,Ore Milled,Ore Milled,Processing,,QLD,t,544278,PhysicalsActual.xlsx,10401329100
1/3/2026,Mining,Drilling,Drilling,Mining Open Pit,Drilling - Production,QLD,m,143691.7938,Budget,10202119571
1/3/2026,Mining,Ore Mined,Ore mined,Mining Open Pit,Hauling,QLD,BCM,299453.2718,Budget,10202159500
1/3/2026,Mining,Ore ROM,BRW Non-Beneficiated Ore - HG,Mining,ROM,QLD,t,625000,LOM,10202159516
1/3/2026,Mining,Ore Waste,Waste,Mining Open Pit,Hauling,QLD,BCM,1655496.771,Budget,10202159505
1/3/2026,Mining,Rehandle,Rehandle,Mining,Rehandling,QLD,t,153647.7197,Budget,10201169547
1/3/2026,Reagent,Acid,Hydrochloric acid,Processing,Gold Room,QLD,t,39.443493,Budget,103203
1/3/2026,Reagent,Antiscalant,Antiscalant,Processing,Projects and Work Orders,QLD,t,1.339394,Budget,124951
1/3/2026,Reagent,Carbon,Activated carbon,Processing,Leach & Adsorption,QLD,t,43.654328,Budget,103200
1/3/2026,Reagent,Caustic Soda,Caustic soda,Processing,Gold Room,QLD,t,57.992578,Budget,103205
1/3/2026,Reagent,Cyanide,Cyanide,Processing,Leach & Adsorption,QLD,t,731.168268,Budget,103430
1/3/2026,Reagent,Degreaser,Degreaser,Processing,Projects and Work Orders,QLD,kL,1.445695,Budget,121366
1/3/2026,Reagent,Dust Suppressant,Dust suppressant,Mining,Projects and Work Orders,QLD,kL,3.061472,Budget,139149
1/3/2026,Reagent,Flocculant,Flocculant,Processing,Tailings Disposal,QLD,t,0.431228,Budget,100975
1/3/2026,Reagent,Leach Aid,Leach aid,Processing,Projects and Work Orders,QLD,t,0.134648,Budget,104219
1/3/2026,Reagent,Lime,Lime,Processing,Leach & Adsorption,QLD,t,1306.840512,Budget,101673
